Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,target
31953,0.31,2,5,5,62.1,54.0,4.35,4.38,2.71,0
31954,0.31,2,5,5,61.6,57.0,4.36,4.4,2.7,0
31955,0.31,2,5,5,61.6,55.0,4.37,4.4,2.7,0
31956,0.31,2,5,5,61.4,55.0,4.35,4.41,2.69,0
31957,0.31,2,5,5,61.0,57.0,4.37,4.38,2.67,0
31958,0.31,2,5,5,62.0,54.0,4.37,4.4,2.72,0
31959,0.31,2,5,5,62.3,54.0,4.37,4.4,2.73,0
31960,0.31,2,5,5,61.6,55.0,4.38,4.42,2.71,0
31961,0.25,2,0,2,61.5,55.0,4.09,4.14,2.52,0
31973,0.3,4,5,5,60.5,55.0,4.34,4.37,2.63,0
31981,0.3,3,2,5,61.1,59.0,4.32,4.29,2.63,0
31982,0.3,3,2,5,62.2,58.0,4.31,4.28,2.67,0
31983,0.3,2,2,5,62.5,55.0,4.31,4.27,2.68,0
31984,0.3,2,2,5,62.7,57.0,4.31,4.27,2.69,0
31985,0.3,2,2,5,62.8,55.0,4.33,4.27,2.7,0
31986,0.3,3,2,5,61.4,60.0,4.3,4.27,2.63,0
31987,0.3,3,2,5,61.5,60.0,4.29,4.26,2.63,0
31988,0.3,2,2,5,62.9,57.0,4.29,4.26,2.69,0
31989,0.3,2,2,5,62.1,55.0,4.31,4.26,2.66,0
31990,0.3,2,2,5,62.9,57.0,4.29,4.27,2.69,0
31991,0.3,3,2,5,62.5,58.0,4.28,4.26,2.67,0
31992,0.3,3,2,5,62.2,60.0,4.27,4.22,2.64,0
31993,0.3,3,2,5,62.8,58.0,4.29,4.24,2.68,0
31994,0.3,3,2,5,62.8,58.0,4.28,4.25,2.68,0
31995,0.3,3,2,5,62.7,58.0,4.3,4.25,2.68,0
31996,0.3,0,2,5,65.4,55.0,4.25,4.22,2.77,0
31997,0.3,2,3,4,61.5,57.0,4.34,4.31,2.66,0
31998,0.3,3,3,4,61.7,60.0,4.28,4.24,2.63,0
31999,0.3,2,3,4,62.3,56.0,4.32,4.29,2.68,0
32000,0.3,2,2,6,61.9,57.0,4.3,4.32,2.67,0
32001,0.28,4,0,7,62.2,52.0,4.21,4.25,2.63,0
32002,0.42,4,5,4,62.1,57.0,4.78,4.8,2.98,0
32004,0.35,2,0,5,62.1,54.0,4.54,4.58,2.83,0
32005,0.42,2,3,2,62.2,53.0,4.85,4.86,3.02,0
32008,0.37,2,1,2,61.4,56.0,4.65,4.6,2.84,0
32009,0.31,2,0,7,60.9,57.0,4.38,4.42,2.68,0
32010,0.31,4,2,6,59.2,62.0,4.34,4.41,2.59,0
32011,0.31,2,0,7,61.9,55.0,4.36,4.39,2.71,0
32012,0.31,2,0,7,60.1,56.0,4.43,4.46,2.67,0
32013,0.3,2,0,5,61.8,55.0,4.35,4.32,2.68,0
32014,0.3,2,0,5,59.5,56.0,4.41,4.37,2.61,0
32015,0.3,2,0,5,61.0,55.0,4.38,4.34,2.66,0
32016,0.38,3,6,7,60.5,59.0,4.72,4.69,2.84,0
32017,0.42,3,1,3,61.8,61.0,4.84,4.8,2.98,0
32018,0.32,4,2,7,62.5,55.0,4.39,4.42,2.75,0
32019,0.32,4,2,7,62.3,57.0,4.38,4.41,2.73,0
32020,0.31,4,3,6,58.8,59.0,4.44,4.47,2.62,0
32021,0.33,4,0,5,60.0,62.0,4.47,4.49,2.69,0
32023,0.31,4,4,1,61.3,55.0,4.37,4.4,2.69,0
32024,0.31,2,4,7,61.3,56.0,4.37,4.4,2.69,0
32025,0.31,2,3,6,62.3,53.0,4.37,4.42,2.74,0
32026,0.31,2,3,6,61.6,54.0,4.36,4.38,2.69,0
32028,0.38,2,3,5,61.2,55.0,4.69,4.72,2.88,0
32029,0.35,2,5,1,62.7,55.0,4.51,4.55,2.84,0
32030,0.38,3,5,4,60.1,60.0,4.72,4.66,2.82,0
32031,0.39,3,1,3,60.7,62.0,4.74,4.72,2.87,0
32032,0.3,2,1,4,62.5,56.0,4.3,4.28,2.68,0
32034,0.31,4,2,6,59.4,57.0,4.39,4.43,2.62,0
32035,0.32,2,1,7,61.3,57.0,4.39,4.42,2.7,0
32036,0.32,2,1,7,62.1,53.0,4.41,4.44,2.75,0
32037,0.32,2,1,7,60.4,59.0,4.45,4.49,2.7,0
32038,0.3,2,1,7,62.2,54.4,4.3,4.32,2.68,0
32039,0.3,2,1,7,61.7,53.8,4.31,4.34,2.67,0
32040,0.3,2,1,7,62.3,54.1,4.28,4.34,2.69,0
32041,0.32,2,1,7,61.3,54.0,4.42,4.45,2.72,0
32042,0.31,2,0,7,61.9,56.0,4.32,4.37,2.69,0
32043,0.32,2,3,6,60.3,58.0,4.44,4.48,2.69,0
32044,0.32,2,3,6,61.7,56.0,4.39,4.42,2.72,0
32045,0.31,2,2,6,60.4,59.0,4.35,4.43,2.65,0
32046,0.31,1,2,4,63.9,55.0,4.3,4.27,2.74,0
32047,0.37,4,1,7,61.2,55.0,4.63,4.68,2.85,0
32049,0.36,4,0,5,62.4,58.0,4.48,4.53,2.81,0
32052,0.32,2,0,4,60.3,57.0,4.42,4.44,2.67,0
32053,0.35,2,0,2,61.5,56.0,4.54,4.57,2.8,0
32054,0.35,2,0,2,61.1,56.0,4.55,4.59,2.79,0
32055,0.3,1,2,1,64.3,53.0,4.22,4.27,2.73,0
32056,0.28,3,1,7,58.7,60.0,4.34,4.31,2.54,0
32057,0.28,2,0,6,61.7,57.0,4.23,4.2,2.6,0
32058,0.33,3,5,6,61.9,60.0,4.44,4.41,2.74,0
32059,0.33,3,5,6,61.7,61.0,4.45,4.43,2.74,0
32060,0.33,3,5,6,62.5,61.0,4.42,4.38,2.75,0
32061,0.33,3,0,2,60.3,58.0,4.49,4.47,2.7,0
32062,0.33,3,0,2,60.0,59.0,4.5,4.47,2.69,0
32063,0.33,2,0,2,62.5,54.0,4.44,4.43,2.77,0
32064,0.33,2,0,2,61.3,56.0,4.46,4.44,2.73,0
32065,0.33,3,0,2,60.1,59.0,4.49,4.46,2.69,0
32066,0.33,2,0,2,62.8,56.0,4.43,4.39,2.77,0
32067,0.33,2,0,2,62.7,55.0,4.44,4.4,2.77,0
32068,0.33,3,0,2,61.5,60.0,4.44,4.41,2.72,0
32069,0.33,2,0,2,62.4,54.0,4.44,4.41,2.76,0
32070,0.33,2,0,2,62.8,55.0,4.45,4.41,2.78,0
32071,0.33,3,0,2,60.4,60.0,4.46,4.41,2.68,0
32072,0.32,2,1,5,61.4,57.0,4.46,4.4,2.72,0
32073,0.32,1,1,5,57.0,60.0,4.6,4.53,2.6,0
32074,0.36,4,2,4,61.3,54.0,4.63,4.65,2.84,0
32075,0.32,2,2,5,61.4,55.0,4.43,4.46,2.73,0
32076,0.32,2,2,5,61.4,55.0,4.42,4.44,2.72,0
32077,0.33,2,0,5,62.1,56.0,4.44,4.48,2.77,0
32078,0.33,2,0,5,62.1,54.0,4.43,4.46,2.76,0
32079,0.33,2,0,5,61.8,56.0,4.45,4.48,2.76,0
32080,0.33,3,0,5,60.7,58.0,4.46,4.5,2.72,0
32081,0.33,4,0,5,62.8,54.0,4.43,4.46,2.79,0
32082,0.33,4,1,4,61.6,56.0,4.43,4.46,2.74,0
32083,0.33,2,0,5,62.3,57.0,4.41,4.45,2.76,0
32084,0.33,2,1,4,59.6,56.0,4.49,4.54,2.69,0
32085,0.33,2,0,5,60.9,55.0,4.47,4.5,2.73,0
32086,0.33,2,0,5,61.9,53.0,4.46,4.49,2.77,0
32087,0.33,3,1,4,60.9,58.0,4.45,4.49,2.72,0
32088,0.33,2,0,5,62.3,56.0,4.43,4.46,2.77,0
32089,0.33,2,0,5,62.6,56.0,4.39,4.43,2.76,0
32090,0.33,2,0,5,61.8,56.0,4.4,4.44,2.73,0
32091,0.33,3,1,4,61.6,58.0,4.41,4.45,2.73,0
32092,0.33,2,0,5,62.5,55.0,4.41,4.45,2.77,0
32093,0.33,2,1,4,60.2,57.0,4.48,4.52,2.71,0
32094,0.33,2,0,5,60.7,57.0,4.46,4.5,2.72,0
32095,0.33,2,1,4,62.6,57.0,4.4,4.42,2.76,0
32096,0.33,3,1,4,61.5,59.0,4.42,4.46,2.73,0
32097,0.33,2,0,5,61.9,57.0,4.42,4.47,2.75,0
32098,0.33,2,1,4,62.7,57.0,4.38,4.45,2.77,0
32099,0.33,2,0,5,60.9,55.0,4.46,4.5,2.73,0
32100,0.33,2,1,4,60.6,57.0,4.5,4.54,2.74,0
32101,0.33,2,0,5,62.1,56.0,4.42,4.47,2.76,0
32102,0.33,2,0,5,62.5,56.0,4.43,4.46,2.78,0
32103,0.33,2,0,5,61.9,56.0,4.42,4.44,2.74,0
32104,0.33,3,0,5,61.2,58.0,4.41,4.44,2.71,0
32105,0.33,2,0,5,62.1,55.0,4.43,4.46,2.76,0
32106,0.36,2,0,4,61.8,55.0,4.54,4.58,2.82,0
32107,0.4,4,5,7,63.7,58.0,4.64,4.68,2.97,0
32108,0.35,2,2,4,61.9,55.0,4.53,4.58,2.82,0
32109,0.36,2,1,4,60.9,57.0,4.6,4.63,2.81,0
32110,0.47,2,4,3,62.4,53.0,4.98,5.02,3.12,0
32111,0.47,2,4,3,61.8,54.0,5.01,5.05,3.11,0
32112,0.3,4,2,6,61.8,55.0,4.32,4.35,2.68,0
32113,0.36,2,4,6,62.0,54.0,4.59,4.61,2.85,0
32114,0.25,2,1,6,62.3,53.0,4.08,4.11,2.55,0
32116,0.32,2,4,1,61.9,54.2,4.38,4.42,2.72,0
32117,0.4,1,3,4,63.4,56.0,4.68,4.72,2.98,0
32118,0.39,4,4,7,62.4,57.0,4.67,4.7,2.92,0
32119,0.37,4,1,4,63.5,59.0,4.55,4.59,2.9,0
32121,0.42,4,0,2,62.3,58.0,4.8,4.83,3.0,0
32123,0.47,2,3,3,61.3,56.0,4.98,5.01,3.06,0
32124,0.47,2,3,3,62.4,55.0,4.96,5.01,3.11,0
32125,0.4,1,2,5,62.2,61.0,4.71,4.74,2.94,0
32136,0.3,2,1,7,60.9,57.0,4.32,4.35,2.64,0
32137,0.36,2,2,5,60.5,57.0,4.61,4.65,2.8,0
32138,0.31,2,3,1,62.8,56.0,4.34,4.39,2.74,0
32139,0.31,3,4,6,61.8,59.0,4.36,4.32,2.68,0
32140,0.31,1,4,6,63.7,56.0,4.33,4.3,2.75,0
32141,0.32,2,2,7,61.2,57.0,4.4,4.43,2.7,0
32142,0.4,1,0,5,63.5,56.0,4.66,4.72,2.98,0
32143,0.32,2,3,6,61.8,56.0,4.39,4.41,2.72,0
32144,0.32,2,2,7,62.1,54.0,4.41,4.44,2.75,0
32145,0.32,2,2,7,61.9,57.0,4.36,4.39,2.71,0
32146,0.32,4,2,7,61.8,60.0,4.36,4.41,2.71,0
32147,0.32,2,2,7,62.0,55.0,4.39,4.41,2.73,0
32148,0.4,1,0,5,63.2,57.0,4.65,4.71,2.96,0
32149,0.4,4,2,4,62.2,55.0,4.68,4.74,2.93,0
32150,0.28,4,2,1,59.8,56.0,4.27,4.29,2.56,0
32151,0.39,2,5,7,62.3,54.0,4.66,4.69,2.91,0
32152,0.28,2,2,7,62.6,55.0,4.2,4.23,2.64,0
32153,0.28,2,2,7,61.8,56.0,4.18,4.22,2.6,0
32154,0.28,2,2,7,61.5,57.0,4.19,4.24,2.59,0
32155,0.28,2,2,7,62.2,53.0,4.22,4.23,2.63,0
32156,0.28,2,2,7,62.6,54.0,4.21,4.22,2.64,0
32157,0.28,2,1,7,60.8,55.0,4.26,4.29,2.6,0
32158,0.28,2,1,6,60.6,55.0,4.28,4.3,2.6,0
32159,0.28,2,1,6,61.2,54.0,4.24,4.26,2.6,0
32160,0.39,2,3,5,62.2,53.9,4.66,4.69,2.9,0
32161,0.38,2,0,5,60.8,57.0,4.66,4.68,2.84,0
32163,0.47,2,4,2,61.1,55.0,5.04,5.07,3.09,0
32164,0.28,2,2,1,62.6,53.0,4.18,4.19,2.62,0
32165,0.28,2,2,1,61.4,57.0,4.22,4.25,2.6,0
32166,0.28,2,2,1,61.9,56.0,4.18,4.21,2.59,0
32170,0.3,3,3,4,62.5,59.0,4.32,4.25,2.68,0
32171,0.37,3,3,7,62.2,58.0,4.56,4.6,2.85,0
32172,0.33,4,4,1,62.9,58.0,4.38,4.43,2.77,0
32173,0.33,4,4,1,61.7,59.0,4.43,4.45,2.74,0
32174,0.3,1,0,7,63.5,58.0,4.23,4.31,2.71,0
32175,0.39,4,3,5,62.4,56.0,4.64,4.68,2.91,0
32176,0.39,1,3,5,63.3,57.0,4.61,4.65,2.93,0
32177,0.39,4,4,4,61.7,57.0,4.65,4.68,2.88,0
32178,0.39,3,3,5,61.2,60.0,4.68,4.73,2.88,0
32179,0.39,1,3,5,63.4,57.0,4.63,4.67,2.95,0
32180,0.39,4,5,7,63.0,56.0,4.62,4.68,2.93,0
32181,0.39,4,3,5,60.4,61.0,4.67,4.7,2.83,0
32182,0.39,3,3,5,62.3,59.0,4.65,4.69,2.91,0
32183,0.39,1,3,5,63.8,59.0,4.66,4.59,2.95,0
32185,0.42,4,2,2,62.3,56.0,4.78,4.81,2.99,0
32187,0.39,2,4,5,61.6,56.0,4.68,4.71,2.89,0
32189,0.35,2,4,4,62.0,56.0,4.56,4.54,2.82,0
32190,0.35,2,5,7,62.3,57.0,4.53,4.49,2.81,0
32191,0.35,3,4,4,61.3,59.0,4.57,4.54,2.79,0
32192,0.35,3,4,4,62.6,59.0,4.5,4.45,2.8,0
32193,0.35,3,4,4,62.6,58.0,4.52,4.49,2.82,0
32194,0.35,3,4,4,61.7,59.0,4.53,4.51,2.79,0
32195,0.35,2,1,2,60.9,55.0,4.57,4.53,2.77,0
32196,0.35,3,1,2,59.7,60.0,4.58,4.53,2.72,0
32197,0.35,2,1,2,61.0,57.0,4.57,4.54,2.78,0
32198,0.35,3,1,2,61.2,58.0,4.59,4.53,2.79,0
32199,0.35,2,1,2,62.3,56.0,4.56,4.53,2.83,0
32200,0.35,3,1,2,60.7,59.0,4.57,4.52,2.76,0
32201,0.35,2,1,2,61.2,57.0,4.56,4.52,2.78,0
32202,0.35,3,1,2,60.8,60.0,4.57,4.51,2.76,0
32203,0.35,3,1,2,61.1,59.0,4.56,4.5,2.77,0
32204,0.35,3,1,2,62.7,57.0,4.52,4.47,2.82,0
32205,0.35,3,1,2,62.9,58.0,4.52,4.48,2.83,0
32206,0.35,3,1,2,61.9,58.0,4.52,4.49,2.79,0
32207,0.3,3,1,5,62.6,62.0,4.25,4.21,2.65,0
32208,0.35,4,4,4,60.8,63.0,4.57,4.54,2.77,0
32209,0.35,2,2,4,62.4,57.0,4.49,4.52,2.81,0
32210,0.39,1,2,5,63.3,55.0,4.63,4.66,2.94,0
32211,0.31,3,0,4,59.7,58.0,4.4,4.45,2.64,0
32212,0.31,2,1,7,61.5,59.0,4.36,4.39,2.69,0
32213,0.31,2,3,6,60.9,55.0,4.4,4.43,2.69,0
32214,0.31,2,3,6,62.1,55.0,4.34,4.39,2.71,0
32215,0.31,2,3,6,61.5,55.0,4.39,4.42,2.71,0
32216,0.31,2,3,6,62.0,54.0,4.38,4.39,2.72,0
32217,0.31,2,3,6,61.3,56.0,4.37,4.41,2.69,0
32218,0.31,2,3,6,61.8,54.0,4.39,4.41,2.72,0
32219,0.31,2,3,6,62.5,54.0,4.36,4.38,2.73,0
32220,0.31,2,3,6,61.8,54.0,4.38,4.42,2.72,0
32221,0.31,2,3,6,62.3,54.0,4.37,4.4,2.73,0
32222,0.31,2,3,6,62.2,55.0,4.33,4.38,2.71,0
32223,0.31,2,3,6,62.0,56.0,4.38,4.4,2.72,0
32224,0.31,2,3,6,60.2,58.0,4.37,4.4,2.64,0
32225,0.31,2,3,6,61.9,55.0,4.38,4.41,2.72,0
32226,0.31,2,3,6,61.9,54.0,4.38,4.41,2.72,0
32227,0.31,2,3,6,62.5,54.0,4.34,4.37,2.72,0
32228,0.31,2,3,6,61.9,54.0,4.35,4.37,2.7,0
32229,0.31,2,3,6,62.0,55.0,4.34,4.37,2.7,0
32230,0.31,2,3,6,61.6,55.0,4.38,4.42,2.71,0
32231,0.31,2,3,6,62.1,55.0,4.33,4.36,2.7,0
32232,0.31,2,3,6,62.0,53.0,4.35,4.39,2.71,0
32233,0.31,2,3,6,61.6,57.0,4.34,4.36,2.68,0
32234,0.31,2,3,6,61.0,57.0,4.38,4.4,2.68,0
32235,0.31,2,3,6,61.7,54.0,4.36,4.39,2.7,0
32236,0.31,2,3,6,62.6,53.0,4.37,4.38,2.74,0
32237,0.31,2,3,6,61.0,56.0,4.36,4.4,2.67,0
32238,0.31,2,3,6,61.5,54.0,4.36,4.39,2.69,0
32239,0.31,2,3,6,62.1,53.0,4.36,4.4,2.72,0
32240,0.38,2,2,5,62.1,53.8,4.66,4.67,2.9,0
32243,0.31,2,4,1,61.3,56.0,4.37,4.41,2.69,0
32244,0.31,2,4,1,61.4,56.0,4.39,4.41,2.7,0
32245,0.31,2,4,1,61.3,56.0,4.39,4.42,2.7,0
32246,0.31,2,4,1,61.8,57.0,4.32,4.35,2.68,0
32247,0.31,2,4,1,62.0,54.0,4.38,4.4,2.72,0
32248,0.31,2,4,1,62.3,55.0,4.32,4.35,2.7,0
32249,0.31,2,4,1,61.2,56.0,4.36,4.4,2.68,0
32250,0.31,2,4,1,62.2,54.0,4.38,4.4,2.73,0
32251,0.31,2,4,1,62.2,54.0,4.38,4.4,2.73,0
32252,0.36,4,1,5,61.3,60.0,4.55,4.59,2.8,0
32253,0.3,3,3,6,61.8,59.0,4.28,4.33,2.66,0
32254,0.3,3,1,7,60.1,59.0,4.32,4.37,2.61,0
32255,0.3,2,1,7,60.2,57.0,4.37,4.4,2.64,0
32256,0.3,2,1,7,61.6,57.0,4.29,4.32,2.65,0
32257,0.3,2,3,6,62.6,54.0,4.25,4.28,2.67,0
32258,0.36,4,1,5,62.1,59.0,4.55,4.59,2.84,0
32259,0.3,2,4,1,60.8,56.0,4.35,4.37,2.65,0
32260,0.3,2,1,7,61.7,57.0,4.31,4.34,2.67,0
32261,0.3,4,3,6,62.8,58.0,4.27,4.3,2.69,0
32262,0.3,4,1,7,61.4,60.0,4.25,4.28,2.62,0
32263,0.36,2,2,4,61.9,56.0,4.56,4.59,2.83,0
32264,0.3,4,3,6,62.7,59.0,4.22,4.27,2.66,0
32265,0.3,2,4,1,61.5,56.0,4.31,4.34,2.66,0
32266,0.3,2,3,6,62.3,55.0,4.29,4.31,2.68,0
32267,0.3,1,3,6,63.3,55.0,4.26,4.3,2.71,0
32268,0.3,2,1,7,61.7,55.0,4.28,4.31,2.65,0
32269,0.3,2,3,6,62.0,55.0,4.31,4.34,2.68,0
32270,0.3,2,3,6,61.3,56.0,4.3,4.34,2.65,0
32271,0.3,2,1,7,61.9,57.0,4.28,4.32,2.66,0
32272,0.3,4,3,6,62.9,57.0,4.26,4.3,2.69,0
32273,0.3,4,1,7,60.8,60.0,4.27,4.31,2.61,0
32274,0.36,4,1,5,62.3,58.0,4.51,4.55,2.82,0
32275,0.3,3,3,6,60.5,59.0,4.33,4.36,2.63,0
32276,0.3,3,3,6,60.7,58.0,4.34,4.36,2.64,0
32277,0.36,2,2,4,62.5,57.0,4.53,4.56,2.84,0
32278,0.36,2,2,4,60.1,57.0,4.62,4.67,2.79,0
32279,0.3,4,1,7,61.3,59.0,4.3,4.32,2.64,0
32280,0.3,2,3,6,62.3,54.0,4.31,4.33,2.69,0
32285,0.31,2,6,7,62.2,54.0,4.36,4.39,2.72,0
32286,0.31,2,6,7,61.8,54.0,4.38,4.39,2.71,0
32288,0.33,2,3,2,61.8,54.0,4.46,4.5,2.77,0
32289,0.28,2,2,2,62.3,54.0,4.21,4.23,2.63,0
32291,0.31,3,6,2,59.4,62.0,4.43,4.39,2.62,0
32292,0.31,3,6,2,58.1,62.0,4.47,4.44,2.59,0
32293,0.3,2,4,5,61.7,57.0,4.28,4.32,2.65,0
32294,0.3,2,4,5,61.4,57.0,4.33,4.36,2.67,0
32295,0.3,2,5,4,61.5,58.0,4.28,4.31,2.64,0
32296,0.25,2,3,4,62.7,56.0,4.01,4.04,2.52,0
32297,0.25,2,3,4,62.5,55.0,4.0,4.02,2.51,0
32301,0.32,2,0,3,61.7,55.0,4.39,4.42,2.72,0
32302,0.37,3,6,5,60.7,60.0,4.65,4.68,2.83,0
32303,0.37,3,6,5,61.1,60.0,4.6,4.63,2.82,0
32304,0.35,1,1,3,64.0,55.0,4.45,4.49,2.86,0
32305,0.25,4,5,7,61.6,56.0,4.06,4.09,2.51,0
32306,0.28,2,3,2,61.2,54.0,4.22,4.27,2.6,0
32309,0.33,2,6,4,61.9,54.3,4.45,4.47,2.76,0
32311,0.36,4,1,5,62.8,56.0,4.51,4.54,2.84,0
32312,0.3,4,3,6,62.1,61.0,4.27,4.3,2.66,0
32313,0.36,2,1,5,62.6,56.0,4.52,4.56,2.84,0
32314,0.36,3,2,4,60.7,58.0,4.57,4.62,2.79,0
32315,0.36,2,1,5,60.8,56.0,4.6,4.64,2.81,0
32316,0.3,2,3,6,61.7,57.0,4.3,4.32,2.66,0
32317,0.3,3,3,6,62.6,58.0,4.27,4.29,2.68,0
32318,0.36,3,1,5,60.3,59.0,4.58,4.64,2.78,0
32319,0.3,1,3,6,63.5,57.0,4.23,4.27,2.7,0
32320,0.3,1,3,6,63.5,57.0,4.24,4.27,2.7,0
32321,0.3,3,4,1,60.4,60.0,4.3,4.34,2.61,0
32322,0.36,3,1,5,61.3,60.0,4.54,4.59,2.8,0
32323,0.36,4,1,5,59.8,62.0,4.56,4.61,2.74,0
32324,0.3,4,3,6,62.4,57.0,4.27,4.29,2.67,0
32325,0.36,2,1,5,62.1,55.0,4.54,4.58,2.83,0
32326,0.3,1,3,6,63.2,58.0,4.23,4.25,2.68,0
32327,0.3,3,1,7,61.5,60.0,4.28,4.31,2.64,0
32328,0.3,1,3,6,63.1,58.0,4.28,4.31,2.71,0
32329,0.36,2,1,5,61.7,55.0,4.57,4.63,2.84,0
32330,0.3,2,1,7,61.4,57.0,4.32,4.34,2.66,0
32331,0.3,2,1,7,61.8,56.0,4.33,4.35,2.68,0
32332,0.36,3,1,5,59.3,59.0,4.6,4.68,2.75,0
32333,0.3,2,3,6,62.6,54.0,4.31,4.32,2.7,0
32334,0.36,4,1,5,60.3,62.0,4.56,4.59,2.76,0
32335,0.3,4,4,1,62.9,58.0,4.26,4.29,2.69,0
32336,0.36,2,1,5,61.1,56.0,4.6,4.63,2.82,0
32337,0.3,2,1,7,61.8,56.0,4.31,4.33,2.67,0
32338,0.3,4,3,6,61.9,59.0,4.28,4.31,2.66,0
32339,0.36,3,1,5,61.8,58.0,4.52,4.57,2.81,0
32340,0.3,1,3,6,63.4,56.0,4.27,4.31,2.72,0
32341,0.3,4,3,6,62.1,56.0,4.29,4.31,2.67,0
32342,0.3,4,1,7,61.4,58.0,4.25,4.28,2.62,0
32343,0.3,2,4,1,61.8,55.0,4.3,4.31,2.66,0
32344,0.3,2,3,6,62.2,57.0,4.27,4.31,2.67,0
32345,0.3,4,3,6,60.6,61.0,4.33,4.35,2.63,0
32346,0.3,2,4,1,62.1,55.0,4.27,4.3,2.66,0
32347,0.36,2,1,5,61.9,56.0,4.56,4.59,2.83,0
32348,0.3,4,1,7,61.9,59.0,4.27,4.32,2.66,0
32349,0.36,2,1,5,61.9,56.0,4.55,4.56,2.82,0
32350,0.36,2,1,5,61.2,56.0,4.6,4.62,2.82,0
32351,0.3,3,1,7,61.8,58.0,4.26,4.29,2.64,0
32352,0.3,2,1,7,61.9,57.0,4.28,4.31,2.66,0
32353,0.31,3,1,6,61.8,59.0,4.31,4.33,2.67,0
32354,0.31,3,1,6,62.0,59.0,4.3,4.34,2.68,0
32355,0.36,2,1,5,61.2,56.0,4.59,4.63,2.82,0
32356,0.3,3,3,6,60.7,59.0,4.33,4.37,2.64,0
32357,0.36,4,1,5,62.8,55.0,4.49,4.56,2.84,0
32358,0.3,1,3,6,63.1,56.0,4.25,4.28,2.69,0
32359,0.3,3,1,7,61.4,59.0,4.32,4.34,2.66,0
32360,0.36,3,1,5,62.0,58.0,4.54,4.56,2.82,0
32361,0.3,3,3,6,61.7,58.0,4.26,4.3,2.64,0
32362,0.3,2,3,6,61.7,55.0,4.32,4.34,2.67,0
32363,0.3,4,2,6,61.0,57.0,4.33,4.36,2.65,0
32364,0.39,4,3,4,60.3,59.0,4.71,4.77,2.86,0
32365,0.35,4,1,4,59.7,59.0,4.59,4.62,2.75,0
32366,0.32,2,1,7,61.6,55.0,4.42,4.45,2.73,0
32367,0.32,2,1,7,62.0,54.0,4.41,4.43,2.74,0
32368,0.4,2,5,6,61.4,58.0,4.72,4.76,2.91,0
32369,0.4,2,5,6,63.0,55.0,4.7,4.73,2.97,0
32370,0.3,2,2,6,62.4,57.0,4.25,4.28,2.66,0
32371,0.4,2,2,5,62.6,56.0,4.71,4.72,2.95,0
32372,0.35,2,0,5,62.5,56.0,4.51,4.55,2.83,0
32375,0.32,2,0,4,62.2,54.0,4.41,4.43,2.75,0
32376,0.45,2,4,2,61.3,55.0,4.96,4.99,3.05,0
32378,0.3,0,3,6,58.6,66.0,4.36,4.41,2.57,0
32379,0.39,4,6,4,63.5,58.0,4.64,4.59,2.93,0
32380,0.39,4,6,4,63.1,56.0,4.7,4.62,2.94,0
32381,0.39,3,6,4,61.0,62.0,4.71,4.66,2.86,0
32382,0.39,3,6,4,61.6,59.0,4.71,4.67,2.89,0
32383,0.3,2,0,5,62.4,55.0,4.32,4.3,2.69,0
32384,0.3,2,0,5,62.3,56.0,4.31,4.29,2.68,0
32385,0.32,2,0,7,61.7,55.0,4.39,4.42,2.72,0
32386,0.32,2,0,7,62.2,56.0,4.37,4.41,2.73,0
32387,0.42,4,2,5,60.1,61.0,4.84,4.88,2.92,0
32388,0.32,4,0,7,60.1,58.0,4.41,4.44,2.66,0
32389,0.42,4,5,4,60.4,60.0,4.82,4.88,2.93,0
32390,0.4,4,1,5,63.8,55.0,4.66,4.71,2.99,0
32391,0.4,4,1,5,60.4,63.0,4.68,4.72,2.84,0
32392,0.4,4,1,5,63.0,58.0,4.7,4.73,2.97,0
32393,0.4,4,3,4,60.8,59.0,4.75,4.83,2.91,0
32394,0.31,2,1,7,61.6,55.0,4.37,4.4,2.7,0
32395,0.31,2,1,7,61.4,57.0,4.37,4.39,2.69,0
32396,0.31,2,1,7,62.4,53.0,4.33,4.35,2.71,0
32397,0.31,2,1,7,61.3,55.0,4.35,4.39,2.68,0
32398,0.31,2,1,7,62.0,54.0,4.36,4.41,2.72,0
32399,0.31,2,1,7,62.0,54.0,4.38,4.4,2.72,0
32400,0.38,2,5,6,61.6,56.0,4.68,4.71,2.89,0
32401,0.37,3,2,2,62.4,59.0,4.6,4.56,2.86,0
32402,0.37,3,2,2,60.3,58.0,4.66,4.62,2.8,0
32403,0.37,3,2,2,62.5,58.0,4.57,4.52,2.84,0
32404,0.37,3,2,2,61.6,59.0,4.67,4.62,2.86,0
32405,0.37,3,2,2,62.3,59.0,4.61,4.57,2.86,0
32406,0.37,3,2,2,61.5,59.0,4.62,4.59,2.83,0
32407,0.37,2,2,2,62.4,54.0,4.63,4.6,2.88,0
32425,0.32,4,1,4,61.1,59.8,4.43,4.45,2.71,0
32426,0.35,4,0,4,63.9,55.0,4.49,4.53,2.88,0
32427,0.4,2,3,5,62.5,54.0,4.72,4.75,2.96,0
32428,0.4,2,3,5,62.3,54.0,4.73,4.77,2.96,0
32429,0.4,2,3,5,62.4,54.0,4.74,4.75,2.96,0
32430,0.33,2,1,5,61.7,55.0,4.45,4.47,2.75,0
32431,0.4,2,4,4,61.2,55.0,4.75,4.79,2.92,0
32432,0.33,2,1,5,62.5,55.0,4.46,4.41,2.77,0
